archive,file_name,file_size,archive_path
"1,000+ TV Frame Artwork Bundles.zip","1,000+ TV Frame Artwork Bundles/002.zip",2111632936,"G:\PLR ASSETS\WORKING_FOLDER\1,000+ TV Frame Artwork Bundles.zip"
"1,000+ TV Frame Artwork Bundles.zip","1,000+ TV Frame Artwork Bundles/001.zip",2117700933,"G:\PLR ASSETS\WORKING_FOLDER\1,000+ TV Frame Artwork Bundles.zip"
"1,000+ TV Frame Artwork Bundles.zip","1,000+ TV Frame Artwork Bundles/003.zip",1147645540,"G:\PLR ASSETS\WORKING_FOLDER\1,000+ TV Frame Artwork Bundles.zip"
"1,500+ Legal & Business Template Bundles.zip","1,500+ Legal & Business Template Bundles/001.zip",10637686,"G:\PLR ASSETS\WORKING_FOLDER\1,500+ Legal & Business Template Bundles.zip"
"10,000+ CorelDraw Template Bundles.zip","10,000+ CorelDraw Template Bundles/002.zip",1627730121,"G:\PLR ASSETS\WORKING_FOLDER\10,000+ CorelDraw Template Bundles.zip"
"10,000+ CorelDraw Template Bundles.zip","10,000+ CorelDraw Template Bundles/001.zip",2013995174,"G:\PLR ASSETS\WORKING_FOLDER\10,000+ CorelDraw Template Bundles.zip"
"10,000+ Infographic Bundles.zip","10,000+ Infographic Bundles/006.zip",349993327,"G:\PLR ASSETS\WORKING_FOLDER\10,000+ Infographic Bundles.zip"
"10,000+ Infographic Bundles.zip","10,000+ Infographic Bundles/002.zip",1958614679,"G:\PLR ASSETS\WORKING_FOLDER\10,000+ Infographic Bundles.zip"
"10,000+ Infographic Bundles.zip","10,000+ Infographic Bundles/001.zip",2121894885,"G:\PLR ASSETS\WORKING_FOLDER\10,000+ Infographic Bundles.zip"
"10,000+ Infographic Bundles.zip","10,000+ Infographic Bundles/003.zip",1581863458,"G:\PLR ASSETS\WORKING_FOLDER\10,000+ Infographic Bundles.zip"
"10,000+ Infographic Bundles.zip","10,000+ Infographic Bundles/005.zip",843189874,"G:\PLR ASSETS\WORKING_FOLDER\10,000+ Infographic Bundles.zip"
"10,000+ Infographic Bundles.zip","10,000+ Infographic Bundles/004.zip",1338440081,"G:\PLR ASSETS\WORKING_FOLDER\10,000+ Infographic Bundles.zip"
"10,000+ Photoshop Action Bundles.zip","10,000+ Photoshop Action Bundles/001.zip",379346736,"G:\PLR ASSETS\WORKING_FOLDER\10,000+ Photoshop Action Bundles.zip"
"10,000+ Presentation Assets.zip","10,000+ Presentation Assets/10,000+ Presentation Assets-20240515T053626Z-004.zip",777699108,"G:\PLR ASSETS\WORKING_FOLDER\10,000+ Presentation Assets.zip"
"10,000+ Presentation Assets.zip","10,000+ Presentation Assets/10,000+ Presentation Assets-20240515T053626Z-001.zip",2147444423,"G:\PLR ASSETS\WORKING_FOLDER\10,000+ Presentation Assets.zip"
"10,000+ Presentation Assets.zip","10,000+ Presentation Assets/10,000+ Presentation Assets-20240515T053626Z-003.zip",2095609343,"G:\PLR ASSETS\WORKING_FOLDER\10,000+ Presentation Assets.zip"
"10,000+ Presentation Assets.zip","10,000+ Presentation Assets/10,000+ Presentation Assets-20240515T053626Z-002.zip",2147187702,"G:\PLR ASSETS\WORKING_FOLDER\10,000+ Presentation Assets.zip"
"10,000+ Vector Icon Bundles.zip","10,000+ Vector Icon Bundles/001.zip",84507642,"G:\PLR ASSETS\WORKING_FOLDER\10,000+ Vector Icon Bundles.zip"
"10,000+ Vector Icon Bundles.zip","10,000+ Vector Icon Bundles/001-R2.zip",85949206,"G:\PLR ASSETS\WORKING_FOLDER\10,000+ Vector Icon Bundles.zip"
"10,000,000+ Article Bundles.zip","10,000,000+ Article Bundles/002.zip",2011729510,"G:\PLR ASSETS\WORKING_FOLDER\10,000,000+ Article Bundles.zip"
"10,000,000+ Article Bundles.zip","10,000,000+ Article Bundles/001.zip",2063714697,"G:\PLR ASSETS\WORKING_FOLDER\10,000,000+ Article Bundles.zip"
"10,000,000+ Article Bundles.zip","10,000,000+ Article Bundles/003.zip",1905400451,"G:\PLR ASSETS\WORKING_FOLDER\10,000,000+ Article Bundles.zip"
